publication,year,wordRate,wordCount,flatRate,totalPaid,paymentDifficulty,daysToBePaid,storyType,levelOfReporting,relationship,rights,platform,contract,comment
Shareable.net,2012,0.12,1250.0,False,150.0,,,Feature,,Solicited Pitch,,,,"""They have paid on time (after invoicing) repeatedly. ‘Community blog’ stories are unpaid.”"""
Girlboss,2018,0.19,800.0,False,152.0,1.0,15,,,,All,Digital,,
Girlboss,2017,0.2,600.0,False,120.0,1.0,15,Feature,Medium,Referral,All,Digital,Yes,
5280,2018,0.21,700.0,False,147.0,1.0,30,Feature,Medium,Ongoing,All,Digital,Yes,
5280,2018,0.11,700.0,False,77.0,1.0,30,Profile,Light,Ongoing,First,Digital,Yes,
5280,2018,0.75,520.0,False,390.0,1.0,30,FoB,Heavy,Solicited Pitch,First,Digital,Yes,
Grantland,2013,0.25,4000.0,False,1000.0,,,Feature,,,,,,
Grantland,2013,0.25,1000.0,False,250.0,,,Blog,,,,Digital,,
The Bark,2018,0.07,450.0,False,31.500000000000004,1.0,15,News,Light,Cold Pitch,All,Digital,Yes,
The Bark,2018,0.06,500.0,False,30.0,1.0,15,News,Medium,Cold Pitch,Unknown/Other,Digital,No,
The Bark,2014,0.67,375.0,False,251.25000000000003,,,FoB,Light,Cold Pitch,First,Print,Yes,"""Basic rate of .30/word; more when rush.
Fast communication and with editor and copyeditor"""
Wear Your Voice,2017,0.09,700.0,False,63.0,1.0,15,Opinion,Light,Cold Pitch,First,Digital,No,
Wear Your Voice,2017,0.06,700.0,False,42.0,1.0,Not Yet,News,Light,Cold Pitch,Secondary,Digital,No,
Wear Your Voice,2016,0.04,900.0,False,36.0,1.0,15,Opinion,Light,Cold Pitch,Unknown/Other,Digital,No,"""Great experience!"""
Cheapism.com,2016,0.15,1000.0,False,150.0,1.0,15,Blog,Medium,Ongoing,All,Digital,Yes,
Overland Literary Journal,2017,0.13,900.0,False,117.0,2.0,30,Opinion,Light,Cold Pitch,Unknown/Other,Digital,,
Fivethirtyeight,2017,0.5,1300.0,False,650.0,1.0,15,Feature,Medium,Ongoing,All,Digital,,
Fivethirtyeight,2017,0.33,1500.0,False,495.0,1.0,42,Feature,Medium,Cold Pitch,All,Digital,No,
Bust,2018,0.0,850.0,False,0.0,,,,,,Unknown/Other,Digital,,
Bust,2017,0.07,2000.0,False,140.0,1.0,30,Opinion,Light,Cold Pitch,Unknown/Other,Digital,Yes,
Bust,2017,0.0,700.0,False,0.0,,,Opinion,Light,Spec,First,Digital,No,
Bust,2017,0.05,1000.0,False,50.0,2.0,90,Opinion,Medium,Ongoing,Unknown/Other,Print,Yes,
Bust,2015,0.13,750.0,False,97.5,,,FoB,Medium,Ongoing,First,Print,Yes,
Bust,2014,0.0,375.0,False,0.0,,,News,Medium,Ongoing,Unknown/Other,Digital,No,"""No pay for blog posts. """
Bust,2013,,,True,50.0,,,,,,,Print,,
Bust,2013,,,True,100.0,,,,,,,Print,,
Bust,2013,0.1,350.0,False,35.0,,,,,,,,,
Bust,2013,,,True,50.0,,,FoB,,,,,,
Portable,2015,0.0,1500.0,False,0.0,,,Opinion,Medium,Cold Pitch,First,Digital,No,"""Editor accepted pitch but would not reveal exact payment until time for publishing. I was then told there would be no payment unless it generated a substantial amount of traffic (more than any other piece on their site in the past year had gotten)."""
Portable,2013,0.0,750.0,False,0.0,,,Criticism,Light,Cold Pitch,,Digital,No,
Open Culture,2016,0.06,900.0,False,54.0,1.0,30,Criticism,Medium,Ongoing,Unknown/Other,Digital,Verbal,
Kirkus Reviews,2018,0.1,500.0,False,50.0,2.0,30,Criticism,Medium,Referral,Unknown/Other,Digital,Yes,"""Had to write a full-length, fully formatted sample review for Kirkus in addition to submitting clips and a resume before they'd assign a review for publication. Nice editor but too much work to review a single book (that editor assigned/I did not choose) for a $50 flat rate."""
Impose,2016,0.15,400.0,False,60.0,1.0,30,,,,Unknown/Other,Digital,,
Impose,2014,0.01,3000.0,False,30.0,,,Profile,Medium,,Unknown/Other,Digital,No,"""This online website pays for long-form features (profiles and Q&As) but also expects writers to pen reviews and news stories for free. Also, they apparently only pay for *some* features depending on how the site did that month. Be cautious."""
Scary Mommy,2016,0.11,870.0,False,95.7,1.0,30,Blog,Light,Cold Pitch,First,Digital,,
Kcet Artbound,2017,0.2,1000.0,False,200.0,1.0,30,Criticism,Medium,Assignment,Unknown/Other,Digital,,
Kcet Artbound,2017,0.25,800.0,False,200.0,1.0,42,Criticism,Medium,Assignment,Unknown/Other,Digital,Yes,"""Delightful publication for freelancers"""
The Inquisitr,2018,0.03,400.0,False,12.0,1.0,15,,,,All,Digital,,
The Inquisitr,2017,0.01,350.0,False,3.5,2.0,15,Blog,Light,Ongoing,All,Digital,Yes,"""Rate is $5 per 2,000 page views."""
Hayden's Ferry Review,2012,,,,,,,,,,,,,"""""Though their website at the time said they paid (this ws two issues ago), they ultimately didn't pay (and apologized for it)."""""
425 Business,2015,0.15,1500.0,False,225.0,,,Profile,Medium,Ongoing,First,Digital,Yes,
The Debrief,2015,0.3,750.0,False,225.0,,,Opinion,Light,Cold Pitch,,Digital,No,
Mrporter.com The Daily,2018,0.33,600.0,False,198.0,4.0,Not Yet,,Light,Ongoing,All,Digital,No,"""Invariably a hassle to get paid."""
Zink Magazine,2016,0.0,750.0,False,0.0,,,Profile,Medium,Ongoing,First,Print,Yes,"""The original contract was for a flat fee. In 2011 the publishers sent out an email letting contributors know they could no longer pay them, but that their recent contracts would be honoured (they were not, despite legal action). The magazine continues to publish on a quarterly basis."""
Honey Colony,2017,0.05,700.0,False,35.0,4.0,42,Feature,Heavy,Ongoing,All,Digital,Verbal,"""Difficult to work with, too many editors with differing opinions. Assigns work, asks for many revisions, and may end up not paying at all. Depending on the assignment, paid $35 within a month. Had to recruit many experts to interview as part of guidelines. Waste of time."""
San Francisco Magazine,2018,0.5,700.0,False,350.0,4.0,>90,Profile,Medium,Assignment,All,Digital,Yes,
San Francisco Magazine,2017,1.0,1000.0,False,1000.0,3.0,Not Yet,FoB,Medium,Ongoing,First,Digital,Yes,
San Francisco Magazine,2017,0.5,250.0,False,125.0,3.0,60,,,,Unknown/Other,Print,,
San Francisco Magazine,2016,1.0,2000.0,False,2000.0,5.0,Not Yet,,,,First,Print,,
San Francisco Magazine,2016,1.0,250.0,False,250.0,4.0,30,,,,Unknown/Other,Digital,,
San Francisco Magazine,2016,1.0,2000.0,False,2000.0,5.0,Not Yet,Feature,Heavy,Referral,First,Print,Yes,"""Story commissioned was passed between several editors before it apparently died on someone's desk. My emails eventually started going unanswered, and I was never paid. Happened more than once with this publication."""
San Francisco Magazine,2014,0.79,3000.0,False,2370.0,,,Feature,Heavy,Cold Pitch,First,Digital,Yes,
Mommyish,2018,0.17,600.0,False,102.00000000000001,2.0,30,Opinion,Light,Cold Pitch,All,Digital,Yes,
Mommyish,2014,0.01,1500.0,False,15.0,,,Opinion,Light,Ongoing,Unknown/Other,Digital,No,
Mommyish,2014,0.03,1500.0,False,45.0,,,Opinion,Light,Ongoing,All,Digital,Yes,
Mommyish,2014,0.07,750.0,False,52.50000000000001,,,Opinion,Light,Cold Pitch,All,Digital,Yes,
National Review Online,2018,0.06,800.0,False,48.0,2.0,30,Opinion,,,All,Digital,,
Al Jazeera English,2018,0.44,900.0,False,396.0,2.0,60,News,Medium,Ongoing,First,Digital,No,"""Initially offered $350, negotiated up to $400. Wouldn't go above that."""
Al Jazeera English,2018,0.26,1350.0,False,351.0,2.0,30,News,Heavy,Cold Pitch,Unknown/Other,Digital,No,
Al Jazeera English,2018,0.35,1000.0,False,350.0,1.0,30,Feature,Heavy,Solicited Pitch,Unknown/Other,Digital,No,"""They used to pay $500."""
Al Jazeera English,2018,0.53,1500.0,False,795.0,3.0,42,,,,First,Digital,,
Al Jazeera English,2018,0.5,1000.0,False,500.0,2.0,60,Feature,Medium,Cold Pitch,First,Digital,Yes,
Al Jazeera English,2018,0.25,1616.0,False,404.0,1.0,Not Yet,Opinion,Medium,Cold Pitch,Unknown/Other,Digital,No,
Al Jazeera English,2018,0.3,1000.0,False,300.0,1.0,30,Opinion,Medium,Referral,Unknown/Other,Digital,Verbal,
Freemuse.org/global Voices,2014,0.13,750.0,False,97.5,,,News,Medium,Cold Pitch,,Digital,No,"""Global Voices doesn't pay (it's volunteer-run) but has an arrangement with Freemuse.org, which pays $100. Your article ends up posted on Artsfreedom.org, Global Voices, and Freemuse, and also reposted on other sites that link back to original and credit you as the author. It gets significant publicity even though it doesn't feel like a big-name publication."""
Baby Chick,2018,0.04,650.0,False,26.0,1.0,30,Blog,Light,Ongoing,All,Digital,No,
Canadian Living,2018,0.3,500.0,False,150.0,2.0,30,FoB,Medium,Ongoing,Unknown/Other,Digital,No,
Chronicle Of Higher Education,2017,0.25,1000.0,False,250.0,1.0,15,Opinion,Light,Ongoing,First,Digital,No,
Chronicle Of Higher Education,2015,0.25,3000.0,False,750.0,,,Criticism,Light,Assignment,,Print,Yes,"""Originally commissioned to review one book for $500, editor increased rate to $750 once I agreed to a double-review"""
Chronicle Of Higher Education,2014,0.13,375.0,False,48.75,,,Blog,Light,Ongoing,First,Digital,No,"""Blog posts across site at $50 each.  Changing format for longer pieces with same compensation."""
Chronicle Of Higher Education,2013,,,True,350.0,,,Opinion,,,,,,
Realtor Magazine,2018,0.5,1000.0,False,500.0,1.0,30,Blog,Medium,Ongoing,Unknown/Other,Digital,Yes,
The Washington Post -- On Parenting,2018,0.22,900.0,False,198.0,1.0,15,Opinion,Light,Cold Pitch,First,Digital,Yes,
The Washington Post -- On Parenting,2018,0.31,800.0,False,248.0,1.0,30,News,Medium,Cold Pitch,Unknown/Other,Digital,Yes,"""Editorial work was done swiftly and professionally."""
The Washington Post -- On Parenting,2018,2.5,100.0,False,250.0,1.0,15,Opinion,Medium,Ongoing,Unknown/Other,Digital,No,
Srq Magazine,2016,0.08,6500.0,False,520.0,4.0,Not Yet,Feature,Heavy,Cold Pitch,First,Digital,Yes,
Nycitywoman,2017,0.07,1065.0,False,74.55000000000001,4.0,>90,Feature,Medium,Cold Pitch,First,Digital,No,"""Queried, wrote, & submitted story in March. Editor said would publish ""after Easter."" Throughout April & May, said they would publish ""soon."" In July, requested payment as agreement had been 30 net, not after publication & it had now been 4 months. Editor claimed to have never received story. Resent. She then claimed she had never received the invoice. Resent. She then claimed she had never requested the story and that I should have queried instead of writing it cold. Forwarded emails where I queried and where she accepted, requesting X # of interviews for the article, etc. Then her best friend called me (I'm not joking). Her friend had read the piece--an article about treating a certain condition after 50--and thought I should write a profile on a woman she knew with the condition instead. I said I would need payment on the first piece before beginning a new project. The friend then asked where I lived, asked if I liked to swim, said she had been to the farmers' market, yelled ""Stay wet,"" and hung up. The next day the editor emailed offering a kill fee, which I took, but she and her friend continued to call me nonstop, begging me to write a profile on this other woman and leaving ""helpful"" comments about how the industry really works because, in their opinion, I hadn't learned yet. The next weekend, I received the kill fee in the mail (rate entered reflects this--full amount would have been $300). The editor cut a personal check from her own bank account."""
Poetry Foundation,2017,0.5,1500.0,False,750.0,1.0,15,Opinion,Light,Ongoing,First,Digital,Yes,
Poetry Foundation,2016,0.33,1500.0,False,495.0,,,Profile,Medium,Solicited Pitch,All,Digital,Yes,"""$500 is their flat rate for an author Q&A. Read the author's book and did basic background research on them."""
Poetry Foundation,2013,0.44,1600.0,False,704.0,,,,,,,Print,,
Stage Directions,2017,0.2,1500.0,False,300.0,1.0,15,Feature,Medium,Ongoing,First,Digital,No,
Boston Herald,2015,0.13,750.0,False,97.5,,,Opinion,Light,Spec,First,Digital,No,"""Over the transom first time, subsequent submissions to editor who bought the first. """
Racked,2018,0.36,1047.0,False,376.91999999999996,2.0,Not Yet,Opinion,Light,Ongoing,Unknown/Other,Digital,Yes,
Racked,2018,0.35,1700.0,False,595.0,1.0,30,Feature,Light,Cold Pitch,Unknown/Other,Digital,No,
Racked,2017,0.42,1200.0,False,504.0,1.0,30,Opinion,Light,Cold Pitch,Unknown/Other,Digital,Yes,"""It is seriously beyond easy to get paid, even if you live outside the United States."""
Racked,2017,0.47,1500.0,False,705.0,1.0,30,Feature,Medium,Ongoing,All,Digital,Yes,
Racked,2017,0.38,1200.0,False,456.0,1.0,30,Opinion,Light,Cold Pitch,All,Digital,Yes,
Racked,2017,0.69,291.0,False,200.79,2.0,42,Feature,Light,Cold Pitch,Unknown/Other,Digital,Yes,
Racked,2017,0.64,939.0,False,600.96,1.0,30,Feature,Medium,Cold Pitch,Unknown/Other,Digital,Yes,
Racked,2017,0.23,2200.0,False,506.0,1.0,30,Feature,Medium,Cold Pitch,First,Digital,No,
Racked,2017,0.5,1300.0,False,650.0,1.0,30,Feature,Medium,Cold Pitch,All,Digital,Yes,
Racked,2017,0.2,2500.0,False,500.0,1.0,42,Feature,Medium,Cold Pitch,First,Digital,Yes,
Racked,2017,0.33,1200.0,False,396.0,2.0,Not Yet,Feature,Medium,Cold Pitch,First,Digital,Yes,
Racked,2017,0.36,278.0,False,100.08,1.0,30,FoB,Light,Cold Pitch,First,Digital,Yes,
Racked,2017,0.25,1500.0,False,375.0,2.0,Not Yet,Opinion,Light,Cold Pitch,Unknown/Other,Digital,Yes,
Racked,2017,0.54,1200.0,False,648.0,1.0,42,Feature,Medium,Ongoing,First,Digital,Yes,"""So far I've written two features for Racked, with another piece in the works, and have been having a great experience with the editors there. Their feedback is well-considered and their edits make sense. Additionally, Racked's parent company has its contracts and payment processes in place, so the business end of working with them is very smooth."""
Racked,2017,0.54,1200.0,False,648.0,1.0,42,Feature,Medium,Cold Pitch,First,Digital,Yes,
Racked,2016,0.38,1200.0,False,456.0,1.0,30,News,Medium,Referral,All,Digital,Yes,
Racked,2016,0.42,1200.0,False,504.0,2.0,30,,,,Unknown/Other,Digital,,
Racked,2016,,1500.0,,,,,News,Medium,Cold Pitch,All,Digital,Yes,
Racked,2015,0.17,1500.0,False,255.00000000000003,,,Opinion,Light,Cold Pitch,,Digital,Yes,
Racked,2015,0.17,1500.0,False,255.00000000000003,,,Opinion,Light,Ongoing,,Digital,No,
Racked,2013,,,True,50.0,,,FoB,,,,,,
Harlem Bee,2017,0.04,800.0,False,32.0,2.0,,Blog,Light,Assignment,All,Digital,,"""They mentioned they would pay $25-35 per piece flat rate. Welcome pitches -- not necessarily about Harlem life and culture, but that would appeal to a global, young demographic."""
Physicians Practice,2014,0.47,1500.0,False,705.0,,,News,Medium,Ongoing,All,Digital,Yes,
Oyster,2017,0.13,1200.0,False,156.0,1.0,15,Blog,Medium,Ongoing,Unknown/Other,Digital,Yes,
Oyster,2016,0.1,600.0,False,60.0,1.0,,,,,Unknown/Other,Digital,,
Blackbook,2013,,,True,150.0,,,,,,,Print,,"""$100-200 flat rate"""
Babe,2018,0.3,550.0,False,165.0,4.0,Not Yet,Opinion,Light,Cold Pitch,Unknown/Other,Digital,No,"""I wrote a piece for them a month ago. They were quick to answer my initial pitch and all follow-ups as I was writing. All emails after I sent my invoice (including follow-up pitches that were previously discussed) have been ignored."""
Babe,2018,0.18,550.0,False,99.0,1.0,15,Opinion,Medium,Cold Pitch,Unknown/Other,Digital,No,"""Payment came through super fast, really receptive editor"""
Babe,2018,0.13,750.0,False,97.5,1.0,30,Opinion,Medium,Ongoing,Unknown/Other,Digital,No,"""Good edits, supportive editors"""
Smith Journal (australia),2014,0.33,1500.0,False,495.0,,,Feature,Medium,Assignment,First,Print,No,""".30 AU cents per word was their stated rate – how good of a deal this is obviously varies depending on exchange rates."""
Ebony,2018,0.75,2000.0,False,1500.0,5.0,Not Yet,,,,All,,,
Ebony,2017,0.2,750.0,False,150.0,5.0,Not Yet,Opinion,Light,Ongoing,All,Digital,Yes,
Ebony,2017,0.1,1000.0,False,100.0,5.0,>90,Profile,Medium,Ongoing,Unknown/Other,Digital,Verbal,
Ebony,2017,1.33,750.0,False,997.5,5.0,Not Yet,Profile,Medium,Ongoing,All,Print,Yes,
Ebony,2017,0.83,1200.0,False,996.0,5.0,Not Yet,,Medium,Ongoing,All,Print,Yes,"""This was a copyediting contract."""
Ebony,2017,0.08,12000.0,False,960.0,5.0,Not Yet,,,,First,Print,,
Ebony,2016,0.87,1500.0,False,1305.0,5.0,Not Yet,Opinion,Medium,Assignment,Unknown/Other,Print,No,"""Three people at the company are working to get me paid. I invoiced in May 2016. Their accounts payable department refuses phone calls. 
DO NOT WORK FOR THIS COMPANY IF YOU ACTUALLY NEED THE MONEY."""
Ebony,2016,0.0,500.0,False,0.0,,Not Yet,Opinion,Light,Assignment,Unknown/Other,Digital,No,"""I was contacted by an editor at Ebony and asked how quickly I could turn around a piece. I was offered a rate, accepted, submitted it ahead of deadline and waited. The editor who contacted me vanished. No response after a year. No payment either. Legacy magazine or not, never again will I submit there without a binding contract."""
Ebony,2014,0.27,750.0,False,202.5,,,Opinion,Light,Ongoing,First,Digital,Verbal,"""They pay very slowly or not at all, but they paid me well as an emerging writer."""
Ebony,2013,0.1,750.0,False,75.0,,,News,,,,Digital,,
Canadaland,2018,0.43,750.0,False,322.5,1.0,15,News,Medium,Assignment,All,Digital,No,
Canadaland,2016,0.21,700.0,False,147.0,1.0,15,News,Medium,Cold Pitch,Unknown/Other,Digital,Verbal,
Seattle Weekly,2017,0.15,1000.0,False,150.0,1.0,Not Yet,Feature,Medium,Ongoing,First,Digital,Yes,
Seattle Weekly,2013,0.2,250.0,False,50.0,,,Criticism,,,,,,
Remezcla,2017,0.13,1000.0,False,130.0,1.0,30,Criticism,Light,Ongoing,Unknown/Other,Digital,Verbal,
Remezcla,2017,0.17,1200.0,False,204.00000000000003,2.0,42,FoB,Medium,Assignment,Unknown/Other,Digital,Verbal,
Remezcla,2017,0.19,800.0,False,152.0,2.0,30,Feature,Medium,Cold Pitch,Unknown/Other,Digital,Yes,
Allaboutcircuits,2016,0.1,1000.0,False,100.0,1.0,15,Feature,Medium,Ongoing,All,Digital,No,"""AllAboutCircuits effectively requires a technical degree or relevant engineering experience to write for them."""
Eater,2018,0.43,2300.0,False,989.0,1.0,30,Feature,Light,Ongoing,All,Digital,,
Eater,2018,0.45,1000.0,False,450.0,1.0,30,Feature,Medium,Ongoing,Unknown/Other,Digital,Yes,
Eater,2017,0.23,1200.0,False,276.0,1.0,Not Yet,FoB,Medium,Ongoing,Unknown/Other,Digital,Yes,
Eater,2016,0.25,3000.0,False,750.0,3.0,60,Feature,Heavy,Assignment,Unknown/Other,Digital,,
Eater,2015,0.07,3000.0,False,210.00000000000003,,,Opinion,Medium,Cold Pitch,,Digital,Verbal,
